"state","lga","code_cm_public","code_iptp","code_smc","code_pmc","code_vacc","code_irs","code_lsm","code_itn_campaign","code_itn_routine","code_itn_urban","code_cm_private"
"Plateau","Jos North",1,1,1,0,1,0,1,0,1,1,1
"Plateau","Jos South",1,1,1,0,1,0,1,0,1,1,1
"Plateau","Kanam",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Kanke",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Langtang North",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Langtang South",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Mangu",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Mikang",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Pankshin",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Qua'an Pan",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Riyom",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Shendam",1,1,1,0,1,0,1,0,1,0,1
"Plateau","Wase",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Demsa",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Fufore",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Ganye",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Girei",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Gombi",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Guyuk",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Hong",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Jada",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Lamurde",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Madagali",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Maiha",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Mayo Belwa",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Michika",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Mubi North",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Mubi South",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Numan",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Shelleng",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Song",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Toungo",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Yola North",1,1,1,0,1,0,1,0,1,0,1
"Adamawa","Yola South",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Alkaleri",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Bauchi",1,1,1,0,1,0,1,0,1,1,1
"Bauchi","Bogoro",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Damban",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Darazo",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Dass",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Gamawa",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Ganjuwa",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Giade",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Itas/Gadau",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Jama'are",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Katagum",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Kirfi",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Misau",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Ningi",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Shira",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Tafawa Balewa",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Toro",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Warji",1,1,1,0,1,0,1,0,1,0,1
"Bauchi","Zaki",1,1,1,0,1,0,1,0,1,0,1
"Borno","Abadam",1,1,1,0,1,0,1,0,1,0,1
"Borno","Askira/Uba",1,1,1,0,1,0,1,0,1,0,1
"Borno","Bama",1,1,1,0,1,0,1,0,1,0,1
"Borno","Bayo",1,1,1,0,1,0,1,0,1,0,1
"Borno","Biu",1,1,1,0,1,0,1,0,1,0,1
"Borno","Chibok",1,1,1,0,1,0,1,0,1,0,1
"Borno","Damboa",1,1,1,0,1,0,1,0,1,0,1
"Borno","Dikwa",1,1,1,0,1,0,1,0,1,0,1
"Borno","Gubio",1,1,1,0,1,0,1,0,1,0,1
"Borno","Guzamala",1,1,1,0,1,0,1,0,1,0,1
"Borno","Gwoza",1,1,1,0,1,0,1,0,1,0,1
"Borno","Hawul",1,1,1,0,1,0,1,0,1,0,1
"Borno","Jere",1,1,1,0,1,0,1,0,1,0,1
"Borno","Kaga",1,1,1,0,1,0,1,0,1,0,1
"Borno","Kala/Balge",1,1,1,0,1,0,1,0,1,0,1
"Borno","Konduga",1,1,1,0,1,0,1,0,1,0,1
"Borno","Kukawa",1,1,1,0,1,0,1,0,1,0,1
"Borno","Kwaya Kusar",1,1,1,0,1,0,1,0,1,0,1
"Borno","Mafa",1,1,1,0,1,0,1,0,1,0,1
"Borno","Magumeri",1,1,1,0,1,0,1,0,1,0,1
"Borno","Maiduguri",1,1,1,0,1,0,1,0,1,1,1
"Borno","Marte",1,1,1,0,1,0,1,0,1,0,1
"Borno","Mobbar",1,1,1,0,1,0,1,0,1,0,1
"Borno","Monguno",1,1,1,0,1,0,1,0,1,0,1
"Borno","Ngala",1,1,1,0,1,0,1,0,1,0,1
"Borno","Nganzai",1,1,1,0,1,0,1,0,1,0,1
"Borno","Shani",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Akko",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Balanga",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Billiri",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Dukku",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Funakaye",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Gombe",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Kaltungo",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Kwami",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Nafada (Bajoga)",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Shomgom",1,1,1,0,1,0,1,0,1,0,1
"Gombe","Yamaltu/Deba",1,1,1,0,1,0,1,0,1,0,1
"Taraba","Ardo Kola",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Bali",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Donga",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Gashaka",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Gassol",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Ibi",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Jalingo",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Karin Lamido",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Kurmi",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Lau",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Sardauna",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Takum",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Ussa",1,1,0,1,1,0,1,1,0,0,1
"Taraba","Wukari",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Yorro",1,1,1,0,1,0,1,1,0,0,1
"Taraba","Zing",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Bade",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Bursari",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Damaturu",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Fika",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Fune",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Geidam",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Gujba",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Gulani",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Jakusko",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Karasuwa",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Machina",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Nangere",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Nguru",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Potiskum",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Tarmua",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Yunusari",1,1,1,0,1,0,1,1,0,0,1
"Yobe","Yusufari",1,1,1,0,1,0,1,1,0,0,1
"Jigawa","Auyo",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Babura",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Birnin Kudu",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Biriniwa",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Buji",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Dutse",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Gagarawa",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Garki",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Gumel",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Guri",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Gwaram",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Gwiwa",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Hadejia",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Jahun",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Kafin Hausa",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Kaugama",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Kazaure",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Kiri Kasamma",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Kiyawa",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Maigatari",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Malam Madori",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Miga",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Ringim",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Roni",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Sule Tankarkar",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Taura",1,1,1,0,1,0,1,0,1,0,1
"Jigawa","Yankwashi",1,1,1,0,1,0,1,0,1,0,1
"Kaduna","Birnin Gwari",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Chikun",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Giwa",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Igabi",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Ikara",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Jaba",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Jema'a",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kachia",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kaduna North",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Kaduna South",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Kagarko",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kajuru",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kaura",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kauru",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kubau",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Kudan",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Lere",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Markafi",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Sabon Gari",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Sanga",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Soba",1,1,1,0,1,0,1,1,0,1,1
"Kaduna","Zango Kataf",1,1,1,0,1,0,1,1,0,0,1
"Kaduna","Zaria",1,1,1,0,1,0,1,1,0,1,1
"Kano","Ajingi",1,1,1,0,1,0,1,1,0,0,1
"Kano","Albasu",1,1,1,0,1,0,1,1,0,0,1
"Kano","Bagwai",1,1,1,0,1,0,1,1,0,0,1
"Kano","Bebeji",1,1,1,0,1,0,1,1,0,0,1
"Kano","Bichi",1,1,1,0,1,0,1,1,0,0,1
"Kano","Bunkure",1,1,1,0,1,0,1,1,0,0,1
"Kano","Dala",1,1,1,0,1,0,1,1,0,1,1
"Kano","Dambatta",1,1,1,0,1,0,1,1,0,0,1
"Kano","Dawakin Kudu",1,1,1,0,1,0,1,1,0,0,1
"Kano","Dawakin Tofa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Doguwa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Fagge",1,1,1,0,1,0,1,1,0,1,1
"Kano","Gabasawa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Garko",1,1,1,0,1,0,1,1,0,0,1
"Kano","Garum Mallam",1,1,1,0,1,0,1,1,0,0,1
"Kano","Gaya",1,1,1,0,1,0,1,1,0,0,1
"Kano","Gezawa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Gwale",1,1,1,0,1,0,1,1,0,1,1
"Kano","Gwarzo",1,1,1,0,1,0,1,1,0,0,1
"Kano","Kabo",1,1,1,0,1,0,1,1,0,0,1
"Kano","Kano Municipal",1,1,1,0,1,0,1,1,0,1,1
"Kano","Karaye",1,1,1,0,1,0,1,1,0,0,1
"Kano","Kibiya",1,1,1,0,1,0,1,1,0,0,1
"Kano","Kiru",1,1,1,0,1,0,1,1,0,0,1
"Kano","Kumbotso",1,1,1,0,1,0,1,1,0,1,1
"Kano","Kunchi",1,1,1,0,1,0,1,1,0,0,1
"Kano","Kura",1,1,1,0,1,0,1,1,0,0,1
"Kano","Madobi",1,1,1,0,1,0,1,1,0,0,1
"Kano","Makoda",1,1,1,0,1,0,1,1,0,0,1
"Kano","Minjibir",1,1,1,0,1,0,1,1,0,0,1
"Kano","Nasarawa",1,1,1,0,1,0,1,1,0,1,1
"Kano","Rano",1,1,1,0,1,0,1,1,0,0,1
"Kano","Rimin Gado",1,1,1,0,1,0,1,1,0,0,1
"Kano","Rogo",1,1,1,0,1,0,1,1,0,0,1
"Kano","Shanono",1,1,1,0,1,0,1,1,0,0,1
"Kano","Sumaila",1,1,1,0,1,0,1,1,0,0,1
"Kano","Takai",1,1,1,0,1,0,1,1,0,0,1
"Kano","Tarauni",1,1,1,0,1,0,1,1,0,1,1
"Kano","Tofa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Tsanyawa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Tudun Wada",1,1,1,0,1,0,1,1,0,0,1
"Kano","Ungogo",1,1,1,0,1,0,1,1,0,0,1
"Kano","Warawa",1,1,1,0,1,0,1,1,0,0,1
"Kano","Wudil",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Bakori",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Batagarawa",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Batsari",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Baure",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Bindawa",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Charanchi",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Dandume",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Danja",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Dan Musa",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Daura",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Dutsi",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Dutsin Ma",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Faskari",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Funtua",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Ingawa",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Jibia",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Kafur",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Kaita",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Kankara",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Kankia",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Katsina",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Kurfi",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Kusada",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Mai'adua",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Malumfashi",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Mani",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Mashi",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Matazu",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Musawa",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Rimi",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Sabuwa",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Safana",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Sandamu",1,1,1,0,1,0,1,1,0,0,1
"Katsina","Zango",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Aleiro",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Arewa Dandi",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Argungu",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Augie",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Bagudo",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Birnin Kebbi",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Bunza",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Dandi",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Fakai",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Gwandu",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Jega",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Kalgo",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Koko/Besse",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Maiyama",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Ngaski",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Sakaba",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Shanga",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Suru",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Wasagu/Danko",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Yauri",1,1,1,0,1,0,1,1,0,0,1
"Kebbi","Zuru",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Binji",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Bodinga",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Dange Shuni",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Gada",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Goronyo",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Gudu",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Gwadabawa",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Illela",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Isa",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Kebbe",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Kware",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Rabah",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Sabon Birni",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Shagari",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Silame",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Sokoto North",1,1,1,0,1,0,1,1,0,1,1
"Sokoto","Sokoto South",1,1,1,0,1,0,1,1,0,1,1
"Sokoto","Tambuwal",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Tangaza",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Tureta",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Wamako",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Wurno",1,1,1,0,1,0,1,1,0,0,1
"Sokoto","Yabo",1,1,1,0,1,0,1,1,0,0,1
"Zamfara","Anka",1,1,1,0,1,0,1,0,1,0,1
